policy_number,age,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,has_umbrella_coverage,total_premiums_paid,Contract Years,insured_sex,insured_education_level,insured_occupation,insured_hobbies,hobby_risk_level,insured_relationship,months_as_customer,customer_category,capital-gains,capital-loss,insured_zip,age_category,incident_date,days_until_incident,incident_type,collision_type,incident_severity,incident_state,incident_city,incident_location,incident_hour_of_the_day,incident_time_of_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,authorities_contacted,total_claim_amount,injury_claim,property_claim,vehicle_claim,per_person_limit,per_event_limit,auto_make,auto_model,auto_year,fraud_reported_mapped,fraud_reported
343161,32.0,2014-06-10,Illinois,500/1000,1000.0,993.51,0,False,9852.31,10,MALE,High School,armed-forces,bungie-jumping,High Risk,unmarried,119,Established Client,0.0,-49500,468767,Middle Aged,2015-01-12,216,Single Vehicle Collision,Side Collision,Minor Damage,WV,Hillsdale,3567 4th Drive,12,Afternoon,1,NO,0,3,YES,Other,56300.0,5630.0,11260.0,39410,500,1000,BMW,M5,2011,0,N
519312,42.0,2008-10-28,Ohio,500/1000,500.0,1848.81,0,False,33124.51,18,MALE,JD,transport-moving,video-games,Low Risk,own-child,215,Long-Term Client,0.0,-49000,435489,Middle Aged,2015-02-06,2292,Multi-vehicle Collision,Front Collision,Major Damage,WV,Northbend,2457 Washington Ave,20,Evening,3,YES,2,2,YES,Fire,68520.0,11420.0,5710.0,51390,500,1000,Suburu,Legacy,2003,1,Y
132902,42.0,2007-04-24,Ohio,250/500,1000.0,1641.73,5000000,True,40359.2,25,MALE,PhD,sales,chess,Low Risk,not-in-family,295,Long-Term Client,62400.0,0,450149,Middle Aged,2015-01-20,2828,Multi-vehicle Collision,Rear Collision,Total Loss,VA,Riverwood,1269 Flute Drive,16,Afternoon,3,NO,0,0,NO,Fire,59130.0,6570.0,6570.0,45990,250,500,Ford,Escape,2006,1,Y
332867,39.0,1993-12-13,Indiana,100/300,500.0,1362.87,0,False,28847.41,21,FEMALE,MD,exec-managerial,chess,Low Risk,other-relative,254,Long-Term Client,35700.0,0,458364,Middle Aged,2015-02-22,7741,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Arlington,1218 Sky Hwy,6,Morning,3,YES,2,2,NO,Ambulance,82320.0,13720.0,6860.0,61740,100,300,Dodge,Neon,1995,1,Y
356590,31.0,2011-08-17,Indiana,250/500,500.0,1239.22,7000000,True,11049.71,9,FEMALE,High School,tech-support,paintball,High Risk,not-in-family,107,Established Client,43400.0,-91200,476458,Middle Aged,2015-01-30,1262,Single Vehicle Collision,Side Collision,Minor Damage,SC,Springfield,9169 Pine Ridge,12,Afternoon,1,YES,0,1,NO,Fire,89700.0,13800.0,13800.0,62100,250,500,Audi,A5,2009,1,Y
346002,64.0,1990-08-20,Ohio,250/500,500.0,835.02,0,False,33261.63,40,FEMALE,Associate,adm-clerical,reading,Low Risk,unmarried,478,Long-Term Client,59600.0,0,602433,Elderly,2015-02-02,8932,Multi-vehicle Collision,Side Collision,Minor Damage,WV,Hillsdale,8538 Texas Lane,17,Afternoon,3,NO,1,1,NO,Fire,33930.0,0.0,3770.0,30160,250,500,BMW,X6,1998,0,N
500533,30.0,1994-02-11,Ohio,100/300,1000.0,1061.33,0,False,11320.85,11,MALE,MD,machine-op-inspct,movies,Low Risk,own-child,128,Established Client,43300.0,-66200,478575,Young Adult,2015-01-10,7638,Single Vehicle Collision,Front Collision,Major Damage,WV,Northbrook,5783 Oak Ave,8,Morning,1,NO,0,3,NO,Ambulance,68530.0,12460.0,6230.0,49840,100,300,Audi,A5,1997,0,N
348209,49.0,1994-02-22,Indiana,500/1000,1000.0,1279.08,0,False,36027.42,28,MALE,MD,other-service,kayaking,Medium Risk,own-child,338,Long-Term Client,0.0,-51500,449718,Middle Aged,2015-02-27,7675,Parked Car,Unknown,Minor Damage,NC,Riverwood,7721 Washington Ridge,13,Afternoon,1,NO,0,1,Unknown,None,4300.0,860.0,860.0,2580,500,1000,Ford,F150,2004,0,N
486676,42.0,2011-08-15,Ohio,100/300,500.0,1105.49,0,False,24965.65,23,FEMALE,Associate,prof-specialty,sleeping,Low Risk,own-child,271,Long-Term Client,56200.0,-50000,463181,Middle Aged,2015-02-20,1285,Multi-vehicle Collision,Side Collision,Major Damage,SC,Hillsdale,8006 Maple Hwy,12,Afternoon,2,Unknown,2,3,Unknown,Other,68310.0,12420.0,6210.0,49680,100,300,Audi,A3,2003,1,Y
260845,41.0,1998-11-11,Ohio,100/300,2000.0,1055.53,0,False,19527.3,18,FEMALE,MD,armed-forces,cross-fit,Medium Risk,not-in-family,222,Long-Term Client,37800.0,-50300,441992,Middle Aged,2015-02-08,5933,Single Vehicle Collision,Front Collision,Total Loss,WV,Northbrook,6751 Pine Ridge,7,Morning,1,NO,0,2,NO,Other,61290.0,6810.0,6810.0,47670,100,300,Honda,Civic,1995,1,Y
657045,41.0,1995-12-04,Ohio,250/500,1000.0,895.83,0,False,14855.85,17,FEMALE,Associate,sales,paintball,High Risk,husband,199,Long-Term Client,0.0,0,452597,Middle Aged,2015-02-11,7009,Single Vehicle Collision,Rear Collision,Minor Damage,NC,Arlington,2324 Texas Ridge,10,Morning,1,NO,1,2,NO,Ambulance,30100.0,3010.0,0.0,27090,250,500,Chevrolet,Malibu,1999,0,N
761189,37.0,2002-12-28,Indiana,100/300,500.0,1632.93,0,False,29256.66,18,FEMALE,College,transport-moving,golf,Low Risk,not-in-family,215,Long-Term Client,0.0,-42900,614417,Middle Aged,2015-02-23,4440,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Riverwood,7923 Elm Ave,7,Morning,3,NO,2,0,YES,Fire,57120.0,9520.0,4760.0,42840,100,300,Mercedes,C300,2002,0,N
175177,40.0,2004-04-15,Illinois,100/300,1000.0,1405.99,0,False,22495.84,16,FEMALE,Associate,sales,yachting,Low Risk,wife,192,Long-Term Client,0.0,0,472895,Middle Aged,2015-03-01,3972,Multi-vehicle Collision,Side Collision,Minor Damage,VA,Springfield,4755 Best Lane,18,Evening,3,YES,1,0,YES,Ambulance,42930.0,9540.0,4770.0,28620,100,300,BMW,X6,2005,0,N
116700,35.0,2001-02-02,Ohio,100/300,1000.0,1425.54,0,False,14255.4,10,FEMALE,High School,transport-moving,bungie-jumping,High Risk,other-relative,120,Established Client,78300.0,0,475847,Middle Aged,2015-01-15,5095,Multi-vehicle Collision,Front Collision,Total Loss,SC,Riverwood,5053 Tree Drive,22,Evening,3,NO,2,0,NO,Ambulance,51210.0,11380.0,5690.0,34140,100,300,Ford,Fusion,2010,0,N
166264,45.0,2010-01-12,Ohio,500/1000,1000.0,1038.09,0,False,23357.02,22,FEMALE,College,handlers-cleaners,golf,Low Risk,husband,270,Long-Term Client,0.0,-19700,476978,Middle Aged,2015-01-14,1828,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Springfield,2078 3rd Ave,18,Evening,3,NO,1,1,YES,Fire,89400.0,14900.0,7450.0,67050,500,1000,Suburu,Legacy,1998,0,N
527945,47.0,1992-04-14,Indiana,250/500,500.0,1307.11,0,False,34747.34,27,MALE,College,transport-moving,dancing,Medium Risk,not-in-family,319,Long-Term Client,0.0,0,600648,Middle Aged,2015-02-17,8344,Multi-vehicle Collision,Front Collision,Total Loss,WV,Northbrook,2804 Best St,22,Evening,3,NO,0,2,Unknown,Police,59730.0,10860.0,10860.0,38010,250,500,Audi,A3,2005,0,N
627540,39.0,2010-05-21,Ohio,500/1000,1000.0,1489.24,6000000,True,24076.05,16,FEMALE,JD,other-service,kayaking,Medium Risk,wife,194,Long-Term Client,0.0,-45000,608335,Middle Aged,2015-01-24,1709,Vehicle Theft,Unknown,Minor Damage,SC,Springfield,7877 Sky Lane,15,Afternoon,1,YES,2,2,YES,None,8060.0,1240.0,1240.0,5580,500,1000,Saab,95,2004,0,N
279422,38.0,2013-10-27,Ohio,500/1000,500.0,976.67,0,False,18475.34,19,FEMALE,PhD,handlers-cleaners,polo,Medium Risk,unmarried,227,Long-Term Client,0.0,0,471600,Middle Aged,2015-01-21,451,Single Vehicle Collision,Rear Collision,Major Damage,SC,Northbrook,6530 Weaver Ave,16,Afternoon,1,Unknown,1,2,Unknown,Fire,72200.0,14440.0,7220.0,50540,500,1000,BMW,M5,2013,1,Y
484200,31.0,1994-10-12,Ohio,250/500,2000.0,1340.43,0,False,15303.24,11,MALE,High School,exec-managerial,paintball,High Risk,husband,137,Established Client,52700.0,-40600,441175,Middle Aged,2015-02-19,7435,Multi-vehicle Collision,Side Collision,Minor Damage,NC,Arlington,3087 Oak Hwy,6,Morning,3,NO,1,2,NO,Ambulance,50800.0,10160.0,10160.0,30480,250,500,Accura,MDX,2005,0,N
645258,38.0,1997-07-04,Ohio,500/1000,2000.0,1267.81,5000000,True,25778.8,20,FEMALE,Masters,exec-managerial,video-games,Low Risk,wife,244,Long-Term Client,0.0,0,603123,Middle Aged,2015-01-03,6392,Vehicle Theft,Unknown,Trivial Damage,NC,Northbrook,7098 Lincoln Hwy,10,Morning,1,Unknown,2,1,Unknown,None,6600.0,660.0,1320.0,4620,500,1000,Accura,TL,2005,0,N
694662,29.0,2011-02-15,Illinois,250/500,1000.0,1234.2,6000000,True,8022.3,6,MALE,Masters,other-service,bungie-jumping,High Risk,other-relative,78,Established Client,0.0,0,457767,Young Adult,2015-01-29,1444,Vehicle Theft,Unknown,Minor Damage,NY,Northbrook,5124 Maple St,3,Late Night,1,YES,2,2,NO,Police,7500.0,750.0,1500.0,5250,250,500,Nissan,Maxima,2002,0,N
960680,35.0,1994-08-21,Indiana,250/500,2000.0,1318.06,0,False,21967.67,17,MALE,High School,exec-managerial,video-games,Low Risk,wife,200,Long-Term Client,57300.0,-80600,618498,Middle Aged,2015-01-19,7456,Vehicle Theft,Unknown,Trivial Damage,VA,Hillsdale,2333 Maple Lane,13,Afternoon,1,NO,0,3,YES,None,6490.0,1180.0,1180.0,4130,250,500,Volkswagen,Jetta,2002,0,N
498140,48.0,1997-05-15,Indiana,500/1000,2000.0,769.95,0,False,18222.15,24,MALE,Masters,prof-specialty,movies,Low Risk,not-in-family,284,Long-Term Client,0.0,-44200,605486,Middle Aged,2015-01-19,6458,Multi-vehicle Collision,Side Collision,Major Damage,NY,Hillsdale,1012 5th Lane,16,Afternoon,2,Unknown,2,3,NO,Ambulance,60940.0,5540.0,11080.0,44320,500,1000,Audi,A3,2013,1,Y
498875,41.0,1996-10-26,Ohio,100/300,2000.0,1514.72,0,False,34712.33,23,MALE,High School,transport-moving,board-games,Low Risk,own-child,275,Long-Term Client,35700.0,0,617970,Middle Aged,2015-02-02,6673,Multi-vehicle Collision,Front Collision,Major Damage,NY,Northbrook,7477 MLK Drive,13,Afternoon,3,YES,0,1,Unknown,Fire,58300.0,5830.0,11660.0,40810,100,300,Suburu,Legacy,2007,0,N
798177,34.0,2006-03-04,Illinois,500/1000,1000.0,873.64,4000000,True,11138.91,13,FEMALE,Associate,priv-house-serv,yachting,Low Risk,husband,153,Long-Term Client,800.0,0,432934,Middle Aged,2015-01-30,3254,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Columbus,9489 3rd St,9,Morning,3,NO,2,1,Unknown,Other,68400.0,11400.0,11400.0,45600,500,1000,Ford,F150,2007,0,N
614763,32.0,1991-01-02,Illinois,500/1000,500.0,1612.43,0,False,18005.47,11,FEMALE,MD,other-service,yachting,Low Risk,own-child,134,Established Client,36400.0,0,456762,Middle Aged,2015-01-08,8772,Single Vehicle Collision,Side Collision,Total Loss,VA,Springfield,2087 Apache Ave,2,Late Night,1,Unknown,2,1,YES,Fire,64240.0,11680.0,11680.0,40880,500,1000,BMW,3 Series,2015,0,N
679370,36.0,1999-08-15,Illinois,500/1000,2000.0,1318.24,9000000,True,3405.45,3,FEMALE,College,prof-specialty,kayaking,Medium Risk,not-in-family,31,Established Client,0.0,-78600,601748,Middle Aged,2015-01-30,5647,Parked Car,Unknown,Trivial Damage,WV,Arlington,5540 Sky St,9,Morning,1,NO,0,1,YES,None,4700.0,940.0,470.0,3290,500,1000,Dodge,Neon,2002,0,N
958857,25.0,1992-01-15,Indiana,100/300,1000.0,1226.83,0,False,4191.67,3,FEMALE,College,exec-managerial,exercise,Medium Risk,not-in-family,41,Established Client,0.0,-56100,607763,Young Adult,2015-01-07,8393,Multi-vehicle Collision,Side Collision,Major Damage,SC,Columbus,7238 2nd St,12,Afternoon,3,YES,2,0,Unknown,Other,45120.0,0.0,5640.0,39480,100,300,Accura,MDX,2011,1,Y
686816,29.0,1999-12-07,Ohio,250/500,2000.0,1326.44,5000000,True,14038.16,11,FEMALE,High School,sales,board-games,Low Risk,own-child,127,Established Client,0.0,0,436973,Young Adult,2015-02-24,5558,Multi-vehicle Collision,Front Collision,Total Loss,SC,Arlington,8442 Britain Hwy,12,Afternoon,2,YES,1,1,Unknown,Fire,66950.0,10300.0,10300.0,46350,250,500,Saab,93,1995,0,N
127754,23.0,1993-06-06,Illinois,250/500,2000.0,1136.83,4000000,True,5778.89,5,FEMALE,Associate,tech-support,exercise,Medium Risk,own-child,61,Established Client,0.0,-62400,471300,Young Adult,2015-02-02,7911,Single Vehicle Collision,Side Collision,Major Damage,NY,Columbus,1331 Britain Hwy,14,Afternoon,1,NO,0,3,Unknown,Police,98340.0,8940.0,17880.0,71520,250,500,Honda,Accord,2004,1,Y
918629,42.0,2000-10-03,Illinois,250/500,2000.0,1322.78,0,False,22817.96,17,MALE,PhD,farming-fishing,yachting,Low Risk,own-child,207,Long-Term Client,55200.0,0,453277,Middle Aged,2015-02-28,5261,Parked Car,Unknown,Trivial Damage,WV,Springfield,5260 Francis Drive,9,Morning,1,NO,0,1,NO,None,5900.0,590.0,590.0,4720,250,500,BMW,X5,2007,0,N
731450,43.0,2010-12-29,Indiana,100/300,1000.0,1483.25,0,False,27069.31,18,FEMALE,MD,exec-managerial,exercise,Medium Risk,not-in-family,219,Long-Term Client,90700.0,-20800,465100,Middle Aged,2015-02-09,1503,Multi-vehicle Collision,Front Collision,Major Damage,NC,Riverwood,1135 Solo Lane,3,Late Night,3,NO,1,1,Unknown,Ambulance,70680.0,5890.0,11780.0,53010,100,300,Ford,Fusion,2009,0,N
307447,42.0,1990-03-17,Illinois,100/300,500.0,1515.3,0,False,34220.52,23,FEMALE,High School,machine-op-inspct,hiking,Low Risk,not-in-family,271,Long-Term Client,0.0,0,603248,Middle Aged,2015-01-19,9074,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Northbend,9737 Solo Hwy,21,Evening,3,NO,1,0,NO,Ambulance,93720.0,17040.0,8520.0,68160,100,300,Mercedes,ML350,2005,0,N
992145,25.0,2012-03-01,Illinois,100/300,2000.0,1075.18,5000000,True,7167.87,7,FEMALE,PhD,armed-forces,exercise,Medium Risk,husband,80,Established Client,67700.0,-58400,601112,Young Adult,2015-02-21,1087,Vehicle Theft,Unknown,Minor Damage,OH,Northbrook,3289 Britain Drive,5,Late Night,1,NO,2,0,YES,None,6930.0,1260.0,630.0,5040,100,300,Toyota,Highlander,2001,0,N
900628,47.0,2006-02-05,Indiana,500/1000,1000.0,1690.27,0,False,45778.15,27,FEMALE,Associate,protective-serv,hiking,Low Risk,not-in-family,325,Long-Term Client,61500.0,0,438830,Middle Aged,2015-01-14,3265,Single Vehicle Collision,Side Collision,Major Damage,VA,Springfield,6550 Andromedia St,11,Morning,1,YES,0,3,NO,Fire,72930.0,6630.0,6630.0,59670,500,1000,Dodge,RAM,2006,1,Y
235220,25.0,2014-11-01,Illinois,250/500,2000.0,1352.83,0,False,3269.34,2,MALE,Masters,farming-fishing,skydiving,High Risk,own-child,29,Established Client,0.0,-71700,464959,Young Adult,2015-01-22,82,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Hillsdale,1679 2nd Hwy,4,Late Night,4,YES,1,2,YES,Other,64890.0,7210.0,7210.0,50470,250,500,Nissan,Pathfinder,2013,1,Y
740019,48.0,2009-06-17,Ohio,250/500,1000.0,1148.73,0,False,28239.61,25,FEMALE,College,machine-op-inspct,kayaking,Medium Risk,wife,295,Long-Term Client,0.0,0,439787,Middle Aged,2015-02-22,2076,Parked Car,Unknown,Trivial Damage,WV,Columbus,3998 Flute St,6,Morning,1,Unknown,1,2,YES,None,5400.0,900.0,900.0,3600,250,500,Saab,95,1999,0,N
246882,42.0,1999-09-20,Illinois,100/300,1000.0,969.5,0,False,19309.21,20,MALE,College,exec-managerial,reading,Low Risk,not-in-family,239,Long-Term Client,0.0,0,464839,Middle Aged,2015-01-26,5607,Vehicle Theft,Unknown,Trivial Damage,NC,Northbrook,2430 MLK Ave,10,Morning,1,NO,0,0,Unknown,None,5600.0,700.0,700.0,4200,100,300,Audi,A3,2007,0,N
797613,41.0,1990-10-19,Indiana,100/300,500.0,1463.82,0,False,32813.96,22,FEMALE,College,protective-serv,yachting,Low Risk,not-in-family,269,Long-Term Client,0.0,-72300,448984,Middle Aged,2015-01-24,8863,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Northbend,7717 Britain Hwy,23,Evening,1,YES,0,0,Unknown,Police,79300.0,15860.0,15860.0,47580,100,300,Saab,92x,2007,0,N
193442,27.0,1996-08-05,Illinois,100/300,1000.0,1474.17,0,False,9827.8,7,FEMALE,College,tech-support,exercise,Medium Risk,unmarried,80,Established Client,0.0,0,440327,Young Adult,2015-02-19,6772,Single Vehicle Collision,Side Collision,Major Damage,WV,Northbend,7773 Tree Hwy,13,Afternoon,1,YES,1,0,YES,Police,52800.0,10560.0,5280.0,36960,100,300,Saab,95,2004,0,N
389238,41.0,2001-06-06,Illinois,250/500,500.0,1497.35,0,False,34813.39,23,FEMALE,JD,prof-specialty,bungie-jumping,High Risk,husband,279,Long-Term Client,37300.0,-31700,460742,Middle Aged,2015-01-29,4985,Multi-vehicle Collision,Front Collision,Minor Damage,NC,Northbrook,2199 Texas Drive,16,Afternoon,3,Unknown,2,3,NO,Fire,28800.0,0.0,3600.0,25200,250,500,Ford,Fusion,2013,0,N
760179,33.0,2007-03-25,Ohio,100/300,1000.0,1427.14,0,False,19623.18,14,FEMALE,Associate,tech-support,kayaking,Medium Risk,other-relative,165,Long-Term Client,35300.0,-58100,446895,Middle Aged,2015-02-15,2884,Parked Car,Unknown,Minor Damage,WV,Northbend,1028 Sky Lane,3,Late Night,1,NO,1,1,NO,Police,2970.0,330.0,330.0,2310,100,300,Toyota,Highlander,2008,0,N
939905,54.0,2013-10-31,Ohio,500/1000,500.0,1495.1,0,False,43607.08,29,MALE,College,other-service,basketball,Medium Risk,wife,350,Long-Term Client,50500.0,0,609374,Middle Aged,2015-02-12,469,Multi-vehicle Collision,Side Collision,Total Loss,SC,Northbend,4154 Lincoln Hwy,15,Afternoon,3,NO,0,0,Unknown,Police,93480.0,15580.0,7790.0,70110,500,1000,Chevrolet,Malibu,2014,0,N
872814,49.0,1992-06-13,Illinois,100/300,500.0,1141.62,0,False,28064.82,25,MALE,College,prof-specialty,kayaking,Medium Risk,husband,295,Long-Term Client,34300.0,-24300,451672,Middle Aged,2015-01-01,8237,Vehicle Theft,Unknown,Minor Damage,WV,Columbus,8085 Andromedia St,4,Late Night,1,YES,1,3,YES,None,4320.0,480.0,480.0,3360,100,300,Mercedes,E400,2002,0,N
632627,61.0,1990-10-07,Ohio,500/1000,1000.0,1125.37,0,False,43514.31,39,FEMALE,Associate,prof-specialty,basketball,Medium Risk,husband,464,Long-Term Client,0.0,-56400,604450,Elderly,2015-01-13,8864,Multi-vehicle Collision,Rear Collision,Major Damage,VA,Northbend,4793 4th Ridge,6,Morning,3,Unknown,0,2,YES,Police,79800.0,6650.0,19950.0,53200,500,1000,Saab,95,2000,1,Y
283414,28.0,1991-12-28,Indiana,500/1000,2000.0,1207.36,0,False,11872.37,10,FEMALE,High School,handlers-cleaners,camping,Low Risk,own-child,118,Established Client,0.0,-57000,432896,Young Adult,2015-03-01,8464,Multi-vehicle Collision,Front Collision,Major Damage,WV,Columbus,7428 Sky Hwy,22,Evening,2,NO,1,0,Unknown,Ambulance,74200.0,7420.0,14840.0,51940,500,1000,Volkswagen,Passat,1997,0,N
163161,47.0,1998-11-11,Illinois,500/1000,2000.0,1338.5,0,False,33239.42,25,FEMALE,PhD,machine-op-inspct,basketball,Medium Risk,other-relative,298,Long-Term Client,28800.0,0,618929,Middle Aged,2015-02-02,5927,Single Vehicle Collision,Front Collision,Major Damage,NY,Northbrook,2306 5th Lane,1,Late Night,1,Unknown,0,0,Unknown,Fire,57935.0,10860.0,10860.0,48870,500,1000,Saab,93,2000,1,Y
853360,31.0,2009-06-26,Indiana,500/1000,1000.0,1074.07,0,False,7787.01,7,FEMALE,Masters,sales,chess,Low Risk,husband,87,Established Client,0.0,-47500,451312,Middle Aged,2015-01-27,2041,Multi-vehicle Collision,Rear Collision,Major Damage,NY,Springfield,3052 Weaver Ridge,16,Afternoon,3,NO,0,3,YES,Fire,60940.0,5540.0,11080.0,44320,500,1000,Nissan,Ultima,2006,1,Y
776860,42.0,2009-01-11,Ohio,250/500,500.0,1337.56,0,False,29091.93,22,FEMALE,College,prof-specialty,video-games,Low Risk,unmarried,261,Long-Term Client,0.0,0,605141,Middle Aged,2015-01-12,2192,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Riverwood,5211 Weaver Drive,18,Evening,1,Unknown,1,2,YES,Police,74700.0,7470.0,14940.0,52290,250,500,Dodge,RAM,2010,0,N
149367,60.0,2003-03-18,Indiana,100/300,500.0,1298.91,6000000,True,49033.85,38,MALE,PhD,craft-repair,dancing,Medium Risk,unmarried,453,Long-Term Client,52600.0,-38800,459504,Elderly,2015-01-06,4312,Single Vehicle Collision,Front Collision,Major Damage,NC,Springfield,7253 MLK St,0,Late Night,1,YES,0,0,Unknown,Fire,70000.0,14000.0,7000.0,49000,100,300,Ford,F150,2015,1,Y
395269,41.0,2012-11-02,Illinois,500/1000,500.0,1222.75,0,False,21398.12,18,MALE,High School,exec-managerial,polo,Medium Risk,other-relative,210,Long-Term Client,0.0,-41000,432781,Middle Aged,2015-01-30,819,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Columbus,1454 5th Ridge,12,Afternoon,3,Unknown,2,0,NO,Other,81070.0,14740.0,14740.0,51590,500,1000,BMW,X5,2001,0,N
981123,32.0,2000-05-04,Indiana,100/300,1000.0,1059.52,0,False,14833.28,14,MALE,MD,protective-serv,camping,Low Risk,own-child,168,Long-Term Client,0.0,-40600,452748,Middle Aged,2015-03-01,5414,Multi-vehicle Collision,Side Collision,Major Damage,VA,Hillsdale,5622 Best Ridge,13,Afternoon,2,Unknown,1,1,Unknown,Other,57720.0,14430.0,9620.0,33670,100,300,Saab,93,2007,0,N
143626,51.0,1999-09-29,Ohio,250/500,2000.0,1124.38,0,False,36542.35,32,MALE,Associate,armed-forces,reading,Low Risk,other-relative,390,Long-Term Client,0.0,0,618316,Middle Aged,2015-02-24,5627,Vehicle Theft,Unknown,Minor Damage,VA,Northbrook,4574 Britain Hwy,9,Morning,1,YES,1,1,YES,None,7080.0,1180.0,1180.0,4720,250,500,Ford,F150,2001,0,N
648397,46.0,1999-03-09,Indiana,100/300,1000.0,1110.37,10000000,True,23872.96,22,MALE,MD,machine-op-inspct,hiking,Low Risk,other-relative,258,Long-Term Client,34400.0,-56800,455365,Middle Aged,2015-01-24,5800,Multi-vehicle Collision,Side Collision,Total Loss,NY,Riverwood,4539 Texas St,14,Afternoon,3,NO,0,1,Unknown,Other,47700.0,4770.0,9540.0,33390,100,300,Accura,MDX,1997,1,Y
154982,31.0,1991-02-13,Illinois,500/1000,2000.0,1374.22,0,False,12253.46,9,FEMALE,PhD,machine-op-inspct,bungie-jumping,High Risk,other-relative,107,Established Client,62000.0,-63100,470603,Middle Aged,2015-02-26,8779,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Hillsdale,8118 Elm Ridge,16,Afternoon,1,NO,0,3,NO,Police,51260.0,9320.0,9320.0,32620,500,1000,Suburu,Legacy,2002,0,N
330591,41.0,1993-08-05,Ohio,500/1000,2000.0,1103.58,0,False,20692.12,19,MALE,High School,exec-managerial,exercise,Medium Risk,unmarried,225,Long-Term Client,41200.0,-36200,475292,Middle Aged,2015-01-19,7837,Multi-vehicle Collision,Side Collision,Major Damage,NY,Northbend,3814 Britain Drive,20,Evening,3,Unknown,2,2,NO,Police,70400.0,6400.0,12800.0,51200,500,1000,Toyota,Highlander,2011,1,Y
319232,38.0,1997-10-31,Illinois,250/500,2000.0,1269.76,0,False,17353.39,14,FEMALE,PhD,transport-moving,yachting,Low Risk,not-in-family,164,Long-Term Client,44300.0,0,467743,Middle Aged,2015-01-17,6287,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Hillsdale,4614 MLK Ave,4,Late Night,1,NO,1,3,YES,Fire,90000.0,18000.0,9000.0,63000,250,500,Ford,Fusion,2015,0,N
531640,39.0,2001-04-21,Ohio,250/500,500.0,964.79,8000000,True,19697.8,20,FEMALE,Associate,adm-clerical,camping,Low Risk,husband,245,Long-Term Client,58000.0,0,460675,Middle Aged,2015-02-20,5053,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Arlington,1628 Best Drive,7,Morning,3,Unknown,0,1,Unknown,Police,72820.0,13240.0,6620.0,52960,250,500,BMW,3 Series,2010,0,N
368050,41.0,2013-01-08,Illinois,500/1000,2000.0,1167.3,4000000,True,24805.12,21,MALE,High School,priv-house-serv,board-games,Low Risk,other-relative,255,Long-Term Client,0.0,0,618123,Middle Aged,2015-02-22,775,Single Vehicle Collision,Side Collision,Minor Damage,SC,Hillsdale,8381 Solo Hwy,22,Evening,1,NO,2,0,Unknown,Fire,69300.0,13860.0,13860.0,41580,500,1000,Volkswagen,Passat,2000,0,N
